"Id";"Name";"State";"SubscriptionId";"TenantId";"CurrentStorageAccountName";"ExtendedProperties";"CurrentStorageAccount"
"5e069934-7a4b-4d12-83ec-68ef418cda33";"ING_POC_Europe";"Enabled";"5e069934-7a4b-4d12-83ec-68ef418cda33";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"99923b92-1370-4109-a717-f971b64c9b72";"Al-Maryah";"Enabled";"99923b92-1370-4109-a717-f971b64c9b72";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"49958f66-464d-4687-a9bf-d8820b157e19";"DATA_AI_Multiple_POC";"Enabled";"49958f66-464d-4687-a9bf-d8820b157e19";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"1fc422d3-a725-4884-a9c9-6cc7affe0457";"Life Science_POC";"Enabled";"1fc422d3-a725-4884-a9c9-6cc7affe0457";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"a84f1051-2d18-434e-b585-08054536fab4";"K8Migration-INS";"Enabled";"a84f1051-2d18-434e-b585-08054536fab4";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"5dd8ee60-0138-4b91-8c72-8ec6c6a612f8";"AzureDevops-POC-LLOYDS";"Enabled";"5dd8ee60-0138-4b91-8c72-8ec6c6a612f8";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"b022e716-3b41-4766-aa7d-5cf2296065f1";"Fundserv-POC";"Enabled";"b022e716-3b41-4766-aa7d-5cf2296065f1";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"ebb0c8d6-2521-4b5d-89d7-0c235bcc23f6";"New York Pace Port";"Enabled";"ebb0c8d6-2521-4b5d-89d7-0c235bcc23f6";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"c191a337-3c23-40ef-b495-8e29acd39f83";"Manulife-POC";"Enabled";"c191a337-3c23-40ef-b495-8e29acd39f83";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"48f2d6c4-4730-4b9c-a224-9ab27ed255e4";"ADH-PoC";"Enabled";"48f2d6c4-4730-4b9c-a224-9ab27ed255e4";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"5a21217b-d54c-4870-86f2-d2b77d20e7aa";"Cloud Foundation Design(CFD)_POC";"Enabled";"5a21217b-d54c-4870-86f2-d2b77d20e7aa";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
"01db32de-44fb-41e9-882f-cff82a7241c4";"ToyotaMaterialHandling_POC";"Enabled";"01db32de-44fb-41e9-882f-cff82a7241c4";"3c8ea0e4-127c-4a02-ac65-58830e4ac608";;"System.Collections.Generic.Dictionary`2[System.String,System.String]";
